,Bins
magic.2545,False
magic.2548,False
magic.2549,True
magic.2551,True
magic.2552,True
magic.2554,False
magic.2557,False
magic.2558,False
magic.2559,False
magic.2562,False
magic.2565,False
magic.2566,True
magic.2567,False
magic.2568,False
magic.2569,False
magic.2570,True
magic.2575,True
magic.2576,False
magic.2577,False
magic.2578,True
magic.2580,False
magic.2585,False
magic.2587,False
magic.2588,False
magic.2591,True
magic.2592,True
magic.2593,True
magic.2594,False
magic.2597,False
magic.2598,False
magic.2600,False
magic.2601,True
magic.2602,True
magic.2603,False
magic.2607,False
magic.2608,False
magic.2609,False
magic.2610,False
magic.2613,False
magic.2614,False
magic.2617,True
magic.2619,False
magic.2622,False
magic.2625,False
magic.2628,False
magic.2629,True
magic.2630,False
magic.2631,False
magic.2632,False
magic.2633,False
magic.2634,False
magic.2635,False
magic.2638,False
magic.2639,True
magic.2642,True
magic.2643,True
magic.2644,False
magic.2646,False
magic.2648,False
magic.2650,False
magic.2651,False
magic.2652,False
magic.2653,False
magic.2654,False
magic.2656,False
magic.2658,False
magic.2659,False
magic.2660,False
magic.2661,False
magic.2663,False
magic.2664,False
magic.2665,False
magic.2666,False
magic.2667,False
magic.2668,False
magic.2669,False
magic.2670,False
magic.2671,True
magic.2672,False
magic.2673,False
magic.2674,False
magic.2677,False
magic.2678,False
magic.2679,True
magic.2680,True
magic.2687,False
magic.2688,False
magic.2689,False
magic.2692,False
magic.2696,False
magic.2698,True
magic.2700,True
magic.2701,False
magic.2703,False
magic.2704,False
magic.2707,False
magic.2709,False
magic.2710,False
magic.2711,False
magic.2712,False
magic.2713,False
magic.2714,False
magic.2715,True
magic.2717,False
magic.2718,False
magic.2719,False
magic.2720,True
magic.2721,False
magic.2722,False
magic.2723,False
magic.2725,False
magic.2729,False
magic.2732,False
magic.2734,False
magic.2735,False
magic.2736,False
magic.2739,False
magic.2740,True
magic.2741,False
magic.2743,False
magic.2744,False
magic.2745,False
magic.2746,False
magic.2747,True
magic.2748,False
magic.2749,False
magic.2750,False
magic.2752,False
magic.2753,False
magic.2754,False
magic.2755,True
magic.2756,False
magic.2757,False
magic.2758,False
magic.2759,False
magic.2761,False
magic.2762,True
magic.2763,True
magic.2764,False
magic.2765,False
magic.2766,False
magic.2767,False
magic.2768,False
magic.2770,False
magic.2771,True
magic.2773,False
magic.2774,False
magic.2775,False
magic.2776,True
magic.2777,True
magic.2778,False
magic.2779,False
magic.2780,False
magic.2784,False
magic.2787,True
magic.2791,False
magic.2793,False
magic.2794,False
magic.2795,False
magic.2796,True
magic.2797,False
magic.2798,False
magic.2801,False
magic.2802,True
magic.2805,False
magic.2807,False
magic.2808,False
magic.2811,True
magic.2815,True
magic.2816,False
magic.2818,False
magic.2819,False
magic.2821,False
magic.2822,True
magic.2823,False
magic.2824,False
magic.2825,False
magic.2826,True
magic.2827,False
magic.2829,False
magic.2831,False
magic.2832,False
magic.2833,True
magic.2834,False
magic.2835,False
magic.2836,False
magic.2837,False
magic.2839,False
magic.2840,True
magic.2842,False
magic.2843,False
magic.2844,False
magic.2846,True
magic.2847,False
magic.2848,True
magic.2849,False
magic.2850,False
magic.2851,False
magic.2852,True
magic.2853,False
magic.2854,False
magic.2855,True
magic.2856,False
magic.2858,False
magic.2862,False
magic.2863,False
magic.2864,False
magic.2867,False
magic.2869,True
magic.2870,False
magic.2872,False
magic.2874,False
magic.2875,True
magic.2876,True
magic.2878,False
magic.2879,False
magic.2880,False
magic.2881,False
magic.2882,True
magic.2883,False
magic.2884,False
magic.2885,True
magic.2886,False
magic.2890,False
magic.2891,False
magic.2892,False
magic.2894,False
magic.2897,False
magic.2899,True
magic.2900,False
magic.2902,False
magic.2903,False
magic.2904,False
magic.2905,False
magic.2906,True
magic.2907,True
magic.2908,False
magic.2909,False
magic.2910,False
magic.2911,True
magic.2915,False
magic.2916,False
magic.2917,True
magic.2919,False
magic.2921,False
magic.2922,False
magic.2923,False
magic.2924,False
magic.2925,False
magic.2926,False
magic.2927,False
magic.2928,False
magic.2942,True
magic.2943,True
magic.2944,False
magic.2945,False
magic.2946,True
magic.2948,True
magic.2949,True
magic.2950,False
magic.2951,False
magic.2952,False
magic.2953,True
magic.2955,True
magic.2956,False
magic.2957,False
magic.2958,True
magic.2959,False
magic.2960,False
magic.2961,False
magic.2963,False
magic.2964,False
magic.2965,False
magic.2966,False
magic.2967,True
magic.2968,True
magic.2970,False
magic.2972,False
magic.2973,False
magic.2975,False
magic.2976,False
magic.2978,False
magic.2981,False
magic.2985,False
magic.2986,False
magic.2987,False
magic.2988,False
magic.2989,False
magic.2991,False
magic.2997,False
magic.2998,False
magic.3000,False
magic.3002,False
magic.3003,True
magic.3004,False
magic.3005,False
magic.3007,False
magic.3009,False
magic.3011,True
magic.3016,False
magic.3017,True
magic.3021,False
magic.3023,False
magic.3024,False
magic.3030,False
magic.3031,False
magic.3033,False
magic.3034,True
magic.3035,False
magic.3036,False
magic.3037,False
magic.3038,False
magic.3040,False
magic.3041,False
magic.3043,False
magic.3044,False
magic.3046,False
magic.3047,False
magic.3048,False
magic.3049,False
magic.3050,True
magic.3051,True
magic.3053,False
magic.3054,True
magic.3055,True
magic.3056,False
magic.3057,False
magic.3059,True
magic.3060,False
magic.3061,True
magic.3063,True
magic.3064,False
magic.3065,False
magic.3066,False
magic.3068,False
magic.3069,False
magic.3071,False
magic.3074,False
magic.3075,True
magic.3076,False
magic.3077,True
magic.3078,False
magic.3079,False
magic.3080,False
magic.3081,False
magic.3082,False
magic.3083,False
magic.3084,False
magic.3085,False
magic.3086,True
magic.3090,False
magic.3091,False
magic.3092,True
magic.3093,False
magic.3095,False
magic.3096,True
magic.3097,False
magic.3098,True
magic.3099,False
magic.3100,False
magic.3303,True
magic.3306,True
magic.3308,False
magic.3309,False
magic.3310,False
magic.3314,False
magic.3316,False
magic.3317,False
magic.3321,False
magic.3323,False
magic.3324,True
magic.3327,False
magic.3328,False
magic.3330,False
magic.3332,False
magic.3333,False
magic.3334,True
magic.3335,False
magic.3336,True
magic.3337,False
magic.3340,False
magic.3342,False
magic.3345,True
magic.3348,False
magic.3349,False
magic.3350,False
magic.3351,False
magic.3352,True
magic.3353,False
magic.3354,True
magic.3355,False
magic.3356,False
magic.3357,False
magic.3358,False
magic.3360,False
magic.3362,False
magic.3363,False
magic.3364,False
magic.3365,False
magic.3366,False
magic.3368,False
magic.3371,False
magic.3372,True
magic.3374,True
magic.3375,False
magic.3376,False
magic.3377,False
magic.3378,False
magic.3379,False
magic.3380,False
magic.3382,False
magic.3383,False
magic.3384,False
magic.3385,True
magic.3386,True
magic.3387,False
magic.3388,False
magic.3389,False
magic.3390,False
magic.3393,False
magic.3395,True
magic.3397,True
magic.3402,True
magic.3404,False
magic.3405,False
magic.3406,True
magic.3407,False
magic.3408,False
magic.3409,False
magic.3410,False
magic.3411,False
magic.3414,False
magic.3417,False
magic.3418,False
magic.3419,True
magic.3420,True
magic.3421,False
magic.3422,False
magic.3423,False
magic.3424,False
magic.3425,False
magic.3426,True
magic.3427,False
magic.3428,False
magic.3429,False
magic.3430,False
magic.3432,False
magic.3433,False
magic.3435,True
magic.3438,False
magic.3439,False
magic.3440,False
magic.3441,False
magic.3442,False
magic.3443,True
magic.3445,False
magic.3446,False
magic.3447,False
magic.3449,False
magic.3450,False
magic.3451,False
magic.3452,False
magic.3453,False
magic.3454,False
magic.3455,False
magic.3457,True
magic.3458,True
magic.3462,True
magic.3463,False
magic.3464,False
magic.3466,False
magic.3467,False
magic.3472,True
magic.3476,False
magic.3478,False
magic.3479,False
magic.3480,False
magic.3482,True
magic.3484,False
magic.3486,False
magic.3487,False
magic.3491,True
magic.3493,False
magic.3496,False
magic.3498,False
magic.3500,False
magic.3502,False
magic.3503,True
magic.3504,True
magic.3505,False
magic.3506,False
magic.3507,True
magic.3508,False
magic.3511,False
magic.3513,True
magic.3514,True
magic.3518,True
magic.3519,True
magic.3520,True
magic.3522,False
magic.3524,False
magic.3525,True
magic.3527,True
magic.3528,True
magic.3530,True
magic.3533,False
magic.3534,False
magic.3536,False
magic.3540,True
magic.3543,False
magic.3544,False
magic.3546,False
magic.3547,False
magic.3548,False
magic.3552,False
magic.3553,True
magic.3555,True
magic.3558,False
magic.3562,False
magic.3563,False
magic.3565,False
magic.3566,False
magic.3567,False
magic.3569,False
magic.3570,True
magic.3571,True
magic.3572,True
magic.3574,False
magic.3575,False
magic.3576,False
magic.3577,False
magic.3578,False
magic.3580,True
magic.3581,True
magic.3582,False
magic.3583,True
magic.3585,False
magic.3586,False
magic.3587,False
magic.3588,False
magic.3590,False
magic.3591,False
magic.3592,False
magic.3594,True
magic.3596,True
magic.3597,False
magic.3601,True
magic.3603,False
magic.3604,False
magic.3607,True
magic.3609,False
magic.3611,False
magic.3616,False
magic.3619,True
magic.3620,False
magic.3621,False
magic.3622,True
magic.3623,False
magic.3624,True
magic.3628,True
magic.3629,False
magic.3634,False
magic.3635,False
magic.3636,False
magic.3637,True
magic.3638,True
magic.3639,True
magic.3641,False
magic.3647,False
magic.3649,False
magic.3650,True
magic.3651,False
magic.3653,False
magic.3654,True
magic.3656,False
magic.3659,True
magic.3661,False
magic.3662,False
magic.3663,False
magic.3664,True
magic.3665,True
magic.3666,False
magic.3668,False
magic.3669,False
magic.3673,True
magic.3675,False
magic.3676,False
magic.3678,False
magic.3679,True
magic.3680,False
magic.3681,False
magic.3682,False
magic.3683,False
magic.3684,True
magic.3685,False
magic.3686,False
magic.3688,False
magic.3689,False
magic.3692,False
magic.3694,False
magic.3695,True
magic.3697,True
magic.3698,False
magic.3699,False
magic.3702,False
magic.3703,True
magic.3704,True
magic.3706,False
magic.3707,False
magic.3710,False
magic.3712,True
magic.3713,False
magic.3715,True
magic.3716,True
magic.3717,False
magic.3718,True
magic.3719,True
magic.3720,True
magic.3721,True
magic.3722,False
magic.3725,True
magic.3731,True
magic.3732,False
magic.3734,False
magic.3735,False
magic.3740,True
magic.3741,True
magic.3744,False
magic.3745,False
magic.3746,False
magic.3747,False
magic.3748,True
magic.3751,False
magic.3753,True
magic.3755,True
magic.3758,True
magic.3759,False
magic.3761,False
magic.3762,False
magic.3763,False
magic.3765,True
magic.3767,False
magic.3768,False
magic.3769,True
magic.3777,False
magic.3780,True
magic.3781,False
magic.3782,False
magic.3783,True
magic.3784,True
magic.3793,True
magic.3794,True
magic.3795,False
magic.3798,False
magic.3799,False
magic.3800,False
magic.3801,False
magic.3802,True
magic.3803,True
magic.3804,True
magic.3805,False
magic.3810,False
magic.3813,True
magic.3815,False
magic.3818,True
magic.3819,True
magic.3821,False
magic.3822,True
magic.3829,True
magic.3830,False
magic.3831,False
magic.3836,False
magic.3839,True
magic.3840,False
magic.3841,False
magic.3842,True
magic.3843,False
magic.3844,False
magic.3845,True
magic.3847,False
magic.3849,False
magic.3852,False
magic.3853,True
magic.3857,False
magic.3859,False
magic.3860,True
magic.3861,False
magic.3863,False
magic.3866,True
magic.3867,False
magic.3869,False
magic.3871,False
magic.3873,True
magic.3874,False
magic.3876,False
magic.3877,True
magic.3879,False
magic.3880,False
magic.3885,True
magic.3886,False
magic.3887,False
magic.3888,True
magic.3891,False
magic.3892,False
magic.3893,False
magic.3894,False
magic.3896,False
magic.3898,False
magic.3899,False
magic.3900,True
magic.3901,False
magic.3902,True
magic.3903,False
magic.3905,True
magic.3907,False
magic.3908,False
magic.3916,False
magic.3919,False
magic.3920,True
magic.3921,False
magic.3922,True
magic.3923,False
magic.3924,False
magic.3925,True
magic.3926,False
magic.3927,True
magic.3928,False
magic.3930,False
magic.3933,True
magic.3935,True
magic.3936,False
magic.3937,False
magic.3941,False
magic.3942,True
magic.3943,True
magic.3946,False
magic.3947,True
magic.3948,False
magic.3949,False
magic.3951,False
magic.3952,False
magic.3955,True
magic.3958,False
magic.3959,False
magic.3960,False
magic.3961,False
magic.3962,False
magic.3963,False
magic.3964,False
magic.3965,False
magic.3966,False
magic.3970,True
magic.3971,True
magic.3973,False
magic.3974,False
magic.3975,False
magic.3976,False
magic.3978,False
magic.3982,False
magic.3984,False
magic.3985,False
magic.3987,False
magic.3990,False
magic.3991,False
magic.3992,False
magic.4000,True
magic.4002,False
magic.4005,True
magic.4007,True
magic.4008,True
magic.4009,True
magic.4011,False
magic.4012,False
magic.4013,False
magic.4014,False
magic.4015,True
magic.4016,False
magic.4017,False
magic.4018,True
magic.4019,False
magic.4020,True
magic.4022,True
magic.4023,False
magic.4024,False
magic.4025,False
magic.4026,True
magic.4027,False
magic.4028,False
magic.4029,True
magic.4030,False
magic.4031,False
magic.4032,False
magic.4033,False
magic.4034,False
magic.4035,False
magic.4036,True
magic.4038,False
magic.4039,False
magic.4044,False
magic.4045,True
magic.4047,False
magic.4060,False
magic.4061,True
magic.4062,False
magic.4063,False
magic.4066,False
magic.4070,True
magic.4071,False
magic.4072,False
magic.4073,False
magic.4074,True
magic.4075,True
magic.4085,False
magic.4089,False
magic.4098,False
magic.4099,False
magic.4100,True
magic.4101,False
magic.4102,False
magic.4103,False
magic.4104,False
magic.4105,False
magic.4106,False
magic.4107,False
magic.4108,False
magic.4110,False
magic.4111,True
magic.4113,False
magic.4116,False
magic.4118,False
magic.4119,False
magic.4120,True
magic.4121,False
magic.4122,False
magic.4123,True
magic.4124,True
magic.4125,True
magic.4126,False
magic.4128,True
magic.4129,False
magic.4130,False
magic.4132,False
magic.4133,False
magic.4135,True
magic.4141,False
magic.4143,False
magic.4147,False
magic.4148,False
magic.4149,False
magic.4153,True
magic.4158,True
magic.4160,True
magic.4161,True
magic.4162,False
magic.4163,True
magic.4164,True
magic.4166,False
magic.4167,False
magic.4168,False
magic.4170,False
magic.4172,False
magic.4173,False
magic.4177,False
magic.4180,False
magic.4181,False
magic.4187,True
magic.4189,True
magic.4190,False
magic.4191,False
magic.4192,True
magic.4193,True
magic.4194,True
magic.4195,True
magic.4196,False
magic.4198,True
magic.4199,False
magic.4201,False
magic.4202,False
magic.4203,False
magic.4204,False
magic.4205,False
magic.4209,True
magic.4210,False
magic.4213,True
magic.4216,False
magic.4217,False
magic.4219,True
magic.4221,False
magic.4223,True
magic.4224,False
magic.4228,False
magic.4230,True
magic.4232,False
magic.4233,False
magic.4234,True
magic.4236,False
magic.4238,False
magic.4241,True
magic.4245,True
magic.4246,False
magic.4253,False
magic.4256,True
magic.4257,False
magic.4259,True
magic.4264,False
magic.4267,True
magic.4269,True
magic.4270,False
magic.4272,True
magic.4273,False
magic.4275,False
magic.4278,True
magic.4280,False
magic.4281,True
magic.4283,False
magic.4286,False
magic.4287,False
magic.4288,False
magic.4289,True
magic.4292,True
magic.4299,False
magic.4300,False
magic.4602,True
magic.4603,False
magic.4609,True
magic.4612,True
magic.4616,False
magic.4619,False
magic.4620,True
magic.4626,False
magic.4627,False
magic.4631,True
magic.4632,False
magic.4634,False
magic.4637,False
magic.4641,False
magic.4644,False
magic.4645,True
magic.4646,False
magic.4649,False
magic.4650,True
magic.4651,False
magic.4653,True
magic.4656,True
magic.4657,False
magic.4658,False
magic.4662,True
magic.4663,True
magic.4664,True
magic.4665,True
magic.4667,False
magic.4670,True
magic.4673,False
magic.4674,False
magic.4676,True
magic.4677,False
magic.4679,False
magic.4681,False
magic.4683,False
magic.4684,False
magic.4687,False
magic.4693,False
magic.4695,True
magic.4696,False
magic.4697,False
magic.4701,False
magic.4702,False
magic.4708,False
magic.4709,False
magic.4710,True
magic.4714,False
magic.4715,False
magic.4721,False
magic.4722,False
magic.4723,False
magic.4728,False
magic.4732,False
magic.4733,False
magic.4734,False
magic.4737,False
magic.4740,True
magic.4744,False
magic.4749,True
magic.4750,False
magic.4751,False
magic.4752,False
magic.4753,False
magic.4755,False
magic.4759,True
magic.4763,False
magic.4774,False
magic.4776,False
magic.4781,False
magic.4782,False
magic.4784,False
magic.4785,False
magic.4788,False
magic.4789,False
magic.4793,True
magic.4794,False
magic.4795,False
magic.4797,False
magic.4799,False
magic.4803,True
magic.4804,True
magic.4805,True
magic.4806,False
magic.4808,True
magic.4811,False
magic.4812,False
magic.4814,False
magic.4815,False
magic.4816,False
magic.4817,False
magic.4818,True
magic.4820,False
magic.4821,False
magic.4822,False
magic.4823,True
magic.4824,True
magic.4825,False
magic.4826,False
magic.4827,True
magic.4828,False
magic.4830,False
magic.4835,False
magic.4836,False
magic.4838,True
magic.4839,False
magic.4840,False
magic.4841,False
magic.4842,False
magic.4843,True
magic.4844,False
magic.4845,False
magic.4846,False
magic.4848,True
magic.4849,False
magic.4855,True
magic.4857,False
magic.4858,False
magic.4859,False
magic.4860,False
magic.4862,False
magic.4866,False
magic.4869,True
magic.4872,True
magic.4873,False
magic.4874,False
magic.4875,False
magic.4877,False
magic.4880,True
magic.4882,True
magic.4883,False
magic.4884,False
magic.4885,False
magic.4895,False
magic.4896,False
magic.4899,False
magic.4901,False
magic.4902,False
magic.4903,False
magic.4904,False
magic.4905,False
magic.4906,True
magic.4919,False
magic.4921,False
magic.4923,True
magic.4924,False
magic.4928,False
magic.4929,False
magic.4932,False
magic.4935,False
magic.4937,False
magic.4942,False
magic.4943,False
magic.4946,False
magic.4948,False
magic.4949,False
magic.4950,False
magic.4952,False
magic.4958,True
magic.4963,False
magic.4964,False
magic.4965,True
magic.4966,True
magic.4968,False
magic.4969,True
magic.4971,True
magic.4972,False
magic.4973,False
magic.4974,False
magic.4976,False
magic.4977,True
magic.4981,False
magic.4982,False
magic.4983,False
magic.4986,True
magic.4987,True
magic.4988,False
magic.4989,False
magic.4990,True
magic.4991,False
magic.4992,False
magic.4994,True
magic.4996,True
magic.4998,False
magic.4999,True
magic.5001,False
magic.5003,False
magic.5004,True
magic.5005,False
magic.5007,False
magic.5008,False
magic.5011,True
magic.5013,False
magic.5021,False
magic.5028,False
magic.5031,True
magic.5032,False
magic.5033,True
magic.5034,False
magic.5035,False
magic.5036,False
magic.5039,False
magic.5040,True
magic.5042,False
magic.5043,False
magic.5045,False
magic.5048,True
magic.5050,True
magic.5051,True
magic.5052,False
magic.5056,False
magic.5058,False
magic.5061,True
magic.5064,False
magic.5069,False
magic.5072,False
magic.5073,False
magic.5075,False
magic.5076,False
magic.5077,False
magic.5079,False
magic.5080,True
magic.5081,False
magic.5084,False
magic.5085,False
magic.5088,False
magic.5094,True
magic.5096,False
magic.5097,True
magic.5103,True
magic.5104,False
magic.5105,False
magic.5106,False
magic.5107,False
magic.5108,False
magic.5111,False
magic.5112,False
magic.5113,False
magic.5115,False
magic.5116,False
magic.5117,False
magic.5118,False
magic.5122,False
magic.5123,False
magic.5125,False
magic.5127,False
magic.5128,False
magic.5136,False
magic.5137,False
magic.5138,False
magic.5139,False
magic.5140,False
magic.5141,False
magic.5142,False
magic.5144,False
magic.5145,False
magic.5147,True
magic.5148,False
magic.5150,False
magic.5151,False
magic.5153,False
magic.5156,False
magic.5159,False
magic.5162,False
magic.5163,False
magic.5165,True
magic.5166,False
magic.5168,False
magic.5171,True
magic.5172,False
magic.5173,False
magic.5175,False
magic.5176,False
magic.5178,False
magic.5181,False
magic.5184,False
magic.5187,False
magic.5188,True
magic.5191,True
magic.5194,False
magic.5196,False
magic.5197,True
magic.5198,False
magic.5205,True
magic.5208,False
magic.5210,False
magic.5212,False
magic.5213,False
magic.5215,False
magic.5216,True
magic.5218,False
magic.5222,True
magic.5223,False
magic.5224,True
magic.5225,False
magic.5226,False
magic.5227,False
magic.5228,False
magic.5229,False
magic.5230,False
magic.5232,False
magic.5234,False
magic.5235,False
magic.5238,False
magic.5240,False
magic.5242,False
magic.5243,False
magic.5245,False
magic.5247,False
magic.5248,False
magic.5262,False
magic.5263,False
magic.5269,False
magic.5270,True
magic.5273,False
magic.5274,False
magic.5276,True
magic.5278,False
magic.5280,False
magic.5282,True
magic.5283,False
magic.5284,False
magic.5287,True
magic.5289,True
magic.5290,False
magic.5291,False
magic.5292,False
magic.5295,True
magic.5297,False
magic.5298,False
magic.5300,True
magic.5302,False
magic.5303,False
magic.5308,True
magic.5310,False
magic.5314,False
magic.5315,True
magic.5316,False
magic.5318,False
magic.5320,False
magic.5321,False
magic.5323,True
magic.5328,True
magic.5332,False
magic.5336,False
magic.5339,False
magic.5341,False
magic.5343,True
magic.5345,False
magic.5347,True
magic.5348,True
magic.5350,False
magic.5353,False
magic.5354,False
magic.5356,False
magic.5361,False
magic.5362,False
magic.5363,True
magic.5364,False
magic.5366,True
magic.5368,False
magic.5370,True
magic.5374,False
magic.5377,False
magic.5378,False
magic.5379,False
magic.5380,True
magic.5381,False
magic.5382,False
magic.5383,False
magic.5386,False
magic.5387,True
magic.5390,False
magic.5393,False
magic.5394,True
magic.5395,False
magic.5396,False
magic.5398,True
magic.5399,False
magic.5400,False
magic.5406,False
magic.5407,False
magic.5408,True
magic.5413,False
magic.5414,False
magic.5415,True
magic.5416,False
magic.5417,True
magic.5419,False
magic.5420,False
magic.5423,False
magic.5425,False
magic.5427,True
magic.5428,False
magic.5429,False
magic.5431,True
magic.5432,True
magic.5433,False
magic.5435,False
magic.5436,False
magic.5437,True
magic.5439,False
magic.5441,False
magic.5446,True
magic.5447,False
magic.5448,False
magic.5449,True
magic.5450,False
magic.5451,False
magic.5453,False
magic.5454,False
magic.5455,True
magic.5457,False
magic.5459,False
magic.5462,True
magic.5463,False
magic.5465,True
magic.5466,False
magic.5467,True
magic.5468,False
magic.5471,False
magic.5472,False
magic.5473,False
magic.5475,False
magic.5477,True
magic.5478,False
magic.5479,False
magic.5481,False
magic.5485,True
magic.5488,False
magic.5493,False
magic.5494,False
magic.5497,False
magic.5498,False
magic.5501,False
magic.5502,False
magic.5503,False
magic.5504,False
magic.5505,True
magic.5506,False
magic.5509,False
magic.5510,False
magic.5512,False
magic.5516,False
magic.5517,False
magic.5518,True
magic.5519,False
magic.5523,False
magic.5524,False
magic.5527,True
magic.5529,True
magic.5530,False
magic.5532,False
magic.5533,False
magic.5534,False
magic.5538,False
magic.5540,False
magic.5541,False
magic.5546,False
magic.5547,False
magic.5548,False
magic.5550,False
magic.5551,False
magic.5552,False
magic.5553,False
magic.5554,False
magic.5560,False
magic.5561,False
magic.5562,False
magic.5563,True
magic.5564,True
magic.5565,False
magic.5567,False
magic.5571,False
magic.5574,False
magic.5576,False
magic.5586,False
magic.5589,True
magic.5590,False
magic.5591,False
magic.5593,False
magic.5594,True
magic.5596,True
magic.5597,False
magic.5598,False
magic.5599,False
magic.5600,False
magic.5905,False
magic.5906,False
magic.5908,False
magic.5911,False
magic.5915,True
magic.5916,False
magic.5917,False
magic.5918,False
magic.5920,False
magic.5923,True
magic.5925,True
magic.5932,False
magic.5933,False
magic.5934,False
magic.5935,False
magic.5936,False
magic.5937,False
magic.5939,True
magic.5948,True
magic.5949,True
magic.5952,True
magic.5954,True
magic.5955,False
magic.5961,True
magic.5963,True
magic.5964,False
magic.5965,False
magic.5966,False
magic.5969,False
magic.5970,False
magic.5972,False
magic.5975,False
magic.5978,False
magic.5979,False
magic.5980,False
magic.5981,False
magic.5982,False
magic.5983,False
magic.5987,True
magic.5992,True
magic.5993,False
magic.5995,True
magic.5999,False
magic.6000,False
magic.6003,False
magic.6005,False
magic.6007,True
magic.6011,False
magic.6013,False
magic.6014,False
magic.6015,True
magic.6016,True
magic.6017,False
magic.6019,False
magic.6020,False
magic.6021,False
magic.6024,False
magic.6027,False
magic.6028,True
magic.6031,True
magic.6034,False
magic.6035,False
magic.6037,False
magic.6039,True
magic.6042,False
magic.6045,True
magic.6046,True
magic.6049,False
magic.6051,True
magic.6053,False
magic.6056,False
magic.6069,False
magic.6070,False
magic.6072,True
magic.6075,False
magic.6078,False
magic.6081,True
magic.6082,False
magic.6083,False
magic.6085,True
magic.6087,True
magic.6094,False
magic.6097,False
magic.6102,True
magic.6105,False
magic.6108,False
magic.6114,False
magic.6117,False
magic.6120,False
magic.6123,False
magic.6124,True
magic.6127,True
magic.6129,True
magic.6136,True
magic.6137,False
magic.6138,False
magic.6141,False
magic.6143,False
magic.6144,False
magic.6145,False
magic.6147,False
magic.6150,True
magic.6152,False
magic.6153,False
magic.6154,True
magic.6158,False
magic.6159,False
magic.6164,True
magic.6169,True
magic.6171,False
magic.6173,False
magic.6176,True
magic.6177,True
magic.6181,True
magic.6182,False
magic.6183,False
magic.6184,False
magic.6185,False
magic.6187,False
magic.6191,True
magic.6196,False
magic.6201,False
magic.6202,False
magic.6203,True
magic.6208,False
magic.6209,True
magic.6212,True
magic.6214,False
magic.6215,True
magic.6219,True
magic.6226,False
magic.6228,False
magic.6229,False
magic.6230,False
magic.6231,False
magic.6232,False
magic.6233,False
magic.6235,True
magic.6236,True
magic.6237,False
magic.6239,False
magic.6240,False
magic.6242,False
magic.6243,False
magic.6245,False
magic.6257,False
magic.6259,False
magic.6267,False
magic.6269,False
magic.6275,True
magic.6276,False
magic.6279,True
magic.6280,False
magic.6281,False
magic.6284,False
magic.6286,False
magic.6291,False
magic.6293,False
magic.6295,False
magic.6298,True
magic.6300,False
magic.6303,False
magic.6306,False
magic.6309,False
magic.6312,True
magic.6314,True
magic.6315,False
magic.6322,False
magic.6323,False
magic.6324,True
magic.6325,False
magic.6326,False
magic.6327,False
magic.6331,False
magic.6334,False
magic.6335,False
magic.6336,False
magic.6337,False
magic.6338,False
magic.6341,False
magic.6344,True
magic.6345,True
magic.6348,False
magic.6349,False
magic.6355,True
magic.6356,False
magic.6361,False
magic.6362,True
magic.6363,False
magic.6368,False
magic.6369,False
magic.6371,False
magic.6375,True
magic.6381,False
magic.6383,False
magic.6384,True
magic.6386,True
magic.6390,False
magic.6391,True
magic.6392,False
magic.6401,True
magic.6403,False
magic.6404,True
magic.6406,False
magic.6407,True
magic.6408,False
magic.6409,False
magic.6410,False
magic.6413,True
magic.6418,True
magic.6422,False
magic.6426,False
magic.6427,False
magic.6428,False
magic.6430,False
magic.6431,False
magic.6436,False
magic.6439,False
magic.6442,False
magic.6444,True
magic.6449,False
magic.6451,False
magic.6452,True
magic.6457,False
magic.6463,False
magic.6465,True
magic.6469,True
magic.6470,True
magic.6471,True
magic.6480,False
magic.6485,False
magic.6486,False
magic.6488,False
magic.6490,False
magic.6492,False
magic.6494,False
magic.6497,False
magic.6501,True
magic.6502,True
magic.6503,False
magic.6504,False
magic.6506,True
magic.6516,False
magic.6519,False
magic.6521,False
magic.6527,False
magic.6529,False
magic.6530,False
magic.6535,False
magic.6536,False
magic.6538,True
magic.6539,False
magic.6541,False
magic.6542,True
magic.6547,False
magic.6549,True
magic.6551,False
magic.6553,False
magic.6555,False
magic.6556,True
magic.6558,False
magic.6559,True
magic.6561,False
magic.6564,False
magic.6569,False
magic.6571,False
magic.6574,True
magic.6581,False
magic.6582,True
magic.6584,False
magic.6585,False
magic.6587,False
magic.6588,True
magic.6589,False
magic.6590,False
magic.6591,False
magic.6592,False
magic.6593,False
magic.6594,False
magic.6595,False
magic.6597,False
magic.6598,False
magic.6599,True
magic.6600,False
